0.48	0.543	0.748	0.575	0.528	3
0.444	0.587	0.905	0.603	0.571	3
0.579	0.579	1	0.632	0.579	3
0.566	0.66	0.925	0.698	0.736	3
0.5	0.679	0.886	0.693	0.629	3
0.373	0.49	0.824	0.549	0.49	3
0.4	0.4	0.933	0.533	0.4	3
0.593	0.778	0.852	0.815	0.778	3
0.735	0.735	0.971	0.735	0.647	3
0.675	0.727	0.922	0.805	0.714	3
0.617	0.67	0.851	0.67	0.66	3
0.429	0.619	0.905	0.429	0.429	3
0.463	0.584	0.812	0.631	0.591	3
0.727	0.879	0.939	0.909	0.818	3
0.415	0.613	0.896	0.679	0.623	3
0.5	0.786	1	0.786	0.643	3
0.739	0.783	0.957	0.913	0.696	3
0.543	0.609	0.826	0.696	0.587	3
0.55	0.725	0.875	0.75	0.6	3
0.889	0.778	1	0.889	0.889	3
0.451	0.51	0.85	0.51	0.484	3
1	0.833	1	0.833	1	3
0.619	0.667	1	0.667	0.714	3
0.508	0.571	0.889	0.619	0.651	3
0.846	0.846	1	0.769	0.846	3
0.735	0.735	0.918	0.878	0.776	3

0.316	0.632	0.632	0.947	0.632	4
0.75	0.625	0.75	0.75	0.75	4
0.5	0.667	0.771	0.958	0.75	4
0.583	0.75	0.833	1	0.708	4
0.4	0.7	0.8	0.9	0.8	4
0.518	0.679	0.625	0.893	0.67	4
0.643	0.786	0.786	1	0.786	4
0.435	0.51	0.578	0.898	0.517	4
0.541	0.703	0.757	0.865	0.676	4
0.477	0.682	0.841	0.886	0.75	4
0.441	0.676	0.765	0.971	0.824	4
0.487	0.615	0.667	0.897	0.667	4
0.479	0.57	0.69	0.894	0.634	4
0.8	0.9	0.9	1	0.9	4
0.385	0.423	0.577	0.846	0.5	4
0.554	0.625	0.714	0.92	0.696	4
0.7	0.8	0.9	0.95	0.7	4
0.5	0.6	0.9	1	0.6	4
0.6	0.8	0.9	1	0.7	4
0.556	0.704	0.778	0.926	0.704	4
1	1	1	1	0.667	4
0.564	0.673	0.727	0.964	0.727	4
0.75	0.75	0.875	1	0.75	4
0.556	0.711	0.733	1	0.622	4
0.6	0.867	0.933	1	0.733	4
0.5	0.75	0.75	1	0.75	4
0.5	0.667	0.5	1	0.667	4
0.455	0.591	0.773	1	0.682	4
0.667	0.556	0.611	0.944	0.833	4
0.714	0.857	0.786	1	0.714	4
0.5	0.69	0.738	0.929	0.595	4
0.771	0.857	0.914	0.971	0.8	4
0.557	0.7	0.743	0.871	0.7	4
0.481	0.58	0.641	0.802	0.626	4
0.5	0.725	0.8	0.875	0.725	4
0.765	0.765	0.765	0.941	0.765	4
0.529	0.765	0.794	0.941	0.706	4
0.523	0.615	0.615	0.877	0.615	4
0.5	0.75	0.85	1	0.75	4
0.588	0.824	0.824	1	0.882	4
0.574	0.738	0.689	0.885	0.623	4
0.667	0.733	0.8	0.933	0.8	4
0.688	0.813	0.75	1	0.813	4
0.52	0.68	0.68	1	0.8	4
0.462	0.558	0.577	0.769	0.471	4
0.611	0.611	0.722	0.972	0.667	4
0.561	0.634	0.671	0.902	0.549	4
0.509	0.632	0.667	0.842	0.579	4
0.727	0.909	0.864	0.909	0.773	4
0.692	0.846	0.923	1	0.692	4
0.581	0.677	0.685	0.935	0.645	4
0.667	0.889	0.889	1	0.833	4
0.7	0.9	0.9	1	0.6	4
0.51	0.594	0.643	0.776	0.51	4
0.583	0.5	0.542	0.958	0.583	4
0.6	0.65	0.7	0.9	0.7	4
0.538	0.615	0.744	0.974	0.513	4
0.333	0.6	0.8	1	0.533	4
0.569	0.569	0.627	0.961	0.51	4
0.394	0.515	0.636	0.909	0.576	4
0.6	0.633	0.733	0.933	0.633	4
0.75	0.75	0.833	0.875	0.833	4
0.5	0.55	0.6	0.8	0.4	4
0.333	0.556	0.778	1	0.556	4
0.571	0.657	0.8	1	0.771	4
0.462	0.692	0.769	1	0.769	4
0.667	0.733	0.733	0.933	0.7	4
0.476	0.619	0.619	0.905	0.524	4
0.889	1	0.889	1	1	4
0.44	0.6	0.76	1	0.48	4
0.7	0.8	0.9	0.95	0.6	4
0.47	0.591	0.682	0.864	0.591	4
0.6	0.7	0.8	0.9	0.7	4
0.4	0.6	0.567	0.833	0.533	4
0.526	0.632	0.737	0.895	0.684	4
0.778	0.889	1	1	0.778	4
0.5	1	1	1	1	4
0.625	0.625	0.813	0.938	0.688	4

0.5	0.615	0.731	0.731	0.962	5
0.513	0.513	0.6	0.613	0.888	5
0.427	0.488	0.561	0.561	0.878	5
0.692	0.846	0.846	1	1	5
0.535	0.721	0.767	0.791	1	5
0.643	0.714	0.786	0.786	1	5
0.583	0.626	0.669	0.698	0.849	5
0.588	0.706	0.765	0.882	0.941	5
0.605	0.684	0.711	0.789	0.974	5
1	1	1	1	1	5
0.75	0.875	0.875	0.938	1	5
0.25	0.75	1	0.75	1	5
0.552	0.621	0.69	0.724	0.931	5
0.607	0.714	0.786	0.857	0.964	5
0.6	0.65	0.7	0.8	1	5
0.581	0.774	0.677	0.774	0.935	5
0.447	0.618	0.645	0.645	0.816	5
0.75	0.75	0.833	0.75	1	5
0.5	0.625	0.875	0.875	1	5
0.581	0.645	0.806	0.71	0.935	5
0.568	0.614	0.636	0.636	0.977	5
0.833	1	1	1	1	5
0.667	0.333	0.667	1	1	5
0.567	0.467	0.6	0.567	0.933	5
0.429	0.714	0.786	0.786	1	5
0.5	0.333	0.333	0.333	0.833	5
0.5	0.417	0.667	1	1	5
0.8	0.8	0.8	0.8	0.8	5
0.545	0.636	0.636	0.727	1	5
0.526	0.474	0.632	0.684	0.895	5
0.476	0.571	0.619	0.762	0.81	5
0.545	0.818	0.818	0.818	0.909	5
0.708	0.75	0.875	0.917	0.958	5
0.632	0.711	0.789	0.816	1	5
0.667	0.667	0.889	0.778	1	5
0.167	0.5	0.5	0.667	0.833	5
0.5	0.654	0.692	0.731	0.846	5
0.5	0.5	0.579	0.605	0.974	5
0.521	0.49	0.552	0.594	0.896	5
0.462	0.436	0.474	0.513	0.821	5
0.64	0.56	0.68	0.72	0.88	5
0.556	0.389	0.5	0.5	0.833	5
0.646	0.458	0.542	0.583	0.896	5
0.45	0.55	0.75	0.7	1	5
0.529	0.294	0.588	0.588	0.941	5
0.531	0.51	0.551	0.633	0.939	5
0.618	0.582	0.545	0.655	0.909	5
0.638	0.532	0.511	0.574	0.957	5
0.833	0.917	0.917	1	1	5
0.833	0.833	0.833	0.833	1	5
0.492	0.574	0.639	0.607	0.967	5
0.524	0.667	0.643	0.714	0.929	5
0.667	0.778	1	1	1	5
0.533	0.733	0.8	0.8	0.933	5
0.459	0.595	0.595	0.703	0.946	5
0.419	0.53	0.564	0.521	0.829	5
0.4	0.5	0.5	0.8	1	5
0.5	0.5	0.5	0.5	0.5	5
0.422	0.512	0.536	0.554	0.825	5
0.75	0.667	0.833	0.667	0.917	5
0.462	0.615	0.631	0.723	0.862	5
0.895	0.789	0.737	0.842	0.947	5
0.55	0.5	0.5	0.55	0.85	5
0.667	0.833	0.833	0.833	1	5
0.431	0.569	0.608	0.647	0.961	5
0.5	0.5	0.5	0.571	1	5
0.452	0.516	0.548	0.516	0.968	5
0.5	0.25	0.25	0.5	1	5
0.46	0.603	0.635	0.746	0.889	5
1	1	1	1	1	5
0.453	0.641	0.688	0.656	0.797	5
0.4	1	1	1	1	5
0.556	0.556	0.667	0.778	1	5
0.538	0.615	0.615	0.923	0.923	5
0.44	0.64	0.72	0.72	0.92	5
0.75	0.714	0.786	0.821	1	5
0.689	0.756	0.756	0.8	0.956	5
0.5	0.75	0.75	1	1	5

