0.9	0.5	0.7	0.6	0.6	1
0.839	0.371	0.387	0.355	0.339	1
0.92	0.4	0.56	0.56	0.48	1
0.833	0.417	0.5	0.458	0.417	1
1.0	0.563	0.75	0.563	0.438	1
1.0	0.4	0.533	0.4	0.267	1
0.889	0.333	0.444	0.611	0.611	1
0.862	0.241	0.345	0.414	0.552	1
1.0	0.727	0.727	0.818	0.636	1
1.0	0.5	0.583	0.917	0.833	1
1.0	0.6	0.6	0.6	0.6	1
0.857	0.286	0.381	0.333	0.429	1
0.906	0.313	0.625	0.531	0.469	1
1.0	0.5	0.5	0.25	0.5	1
0.758	0.394	0.424	0.364	0.242	1
0.944	0.5	0.5	0.556	0.352	1
0.905	0.429	0.444	0.476	0.381	1
0.929	0.607	0.571	0.661	0.446	1
0.963	0.37	0.333	0.37	0.481	1
0.821	0.349	0.368	0.34	0.368	1
0.915	0.404	0.489	0.489	0.447	1
0.837	0.349	0.419	0.349	0.372	1
1.0 0.48	0.44	0.56	0.44	1
1.0	0.571	0.571	0.571	0.571	1
0.955	0.591	0.636	0.5	0.455	1
0.933	0.267	0.333	0.533	0.533	1
0.861	0.474	0.555	0.54	0.401	1
1.0	0.571	0.5	0.357	0.429	1
0.938	0.75	0.688	0.625	0.438	1
0.966	0.448	0.552	0.655	0.5	1
0.857	0.571	0.571	0.667	0.429	1
1.0	0.667	0.556	0.889	0.667	1
0.929	0.643	0.643	0.619	0.571	1
0.788	0.394	0.394	0.515	0.333	1
1.0	0.5	0.75	0.5	0.5	1
0.891	0.5	0.522	0.435	0.37	1
0.868	0.5	0.526	0.395	0.316	1
0.947	0.632	0.632	0.737	0.474	1
1.0	1.0	1.0	1.0	1.0	1
0.958	0.563	0.542	0.604	0.521	1
1.0	0.368	0.474	0.474	0.368	1
0.778	0.778	0.778	0.667	0.444	1
1.0	0.818	0.727	0.636	0.636	1
0.952	0.595	0.619	0.548	0.452	1
0.889	0.492	0.508	0.492	0.365	1
1.0	0.571	0.429	0.643	0.357	1
0.917	0.5	0.667	0.5	0.417	1
1.0	0.286	0.286	0.143	0.143	1
1.0	0.714	0.571	0.714	0.571	1
0.957	0.522	0.522	0.304	0.391	1
0.92	0.68	0.68	0.56	0.48	1
1.0	0.765	0.529	0.588	0.471	1
0.846	0.615	0.615	0.692	0.615	1
0.878	0.388	0.286	0.327	0.265	1
0.938	0.5	0.625	0.438	0.375	1
0.875	0.688	0.563	0.688	0.563	1
1.0	1.0	1.0	1.0	0.8	1
0.833	0.583	0.667	0.583	0.583	1
1.0	0.538	0.538	0.538	0.308	1
1.0	0.5	0.667	0.667	0.833	1
1.0	0.2	0.6	0.6	0.9	1
0.783	0.348	0.478	0.391	0.37	1
1.0	0.118	0.353	0.412	0.412	1
0.769	0.5	0.538	0.577	0.346	1
0.808	0.462	0.654	0.654	0.385	1
1.0	0.769	0.846	0.615	0.462	1
0.938	0.5	0.5	0.313	0.438	1
0.929	0.679	0.679	0.607	0.286	1
1.0	0.4	0.4	0.4	0.2	1
0.906	0.469	0.563	0.453	0.391	1
1.0	0.8	0.667	0.533	0.467	1
0.722	0.5	0.444	0.556	0.444	1
1.0	0.882	0.941	0.706	0.353	1
0.909	0.727	0.455	0.455	0.364	1
0.971	0.471	0.588	0.588	0.412	1
1.0	0.714	0.714	0.714	0.5	1
0.909	0.636	0.545	0.455	0.227	1
0.846	0.615	0.538	0.615	0.308	1
1.0	0.375	0.5	0.5	0.438	1
0.95	0.75	0.75	0.7	0.45	1
1.0	0.556	0.481	0.481	0.444	1
